ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,customer_acquisition_cohort,acquisition_quartile,product_prefix,deal_complexity_score_x,deal_complexity_score_y,total_sales,order_count,clv_b2b,territory_performance_index,customer_value_score,customer_tier
10347,27,100.0,2,4428.0,2004-11-29,Shipped,4,11,2004,Classic Cars,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,10120,Growth,S1,12,12,200995.41,55,126270.78253012049,0.14445278660885533,0.11271325808083006,Bronze
10370,35,65.63,4,2297.05,2005-01-20,Shipped,1,1,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,10148,Scale,S1,9,9,153996.13,46,102946.13086080586,0.14445278660885533,0.09107194995497356,Bronze
10391,37,46.9,7,1735.3,2005-03-09,Shipped,1,3,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,10148,Scale,S1,10,10,153996.13,46,102946.13086080586,0.14445278660885533,0.09107194995497356,Bronze
10425,38,100.0,12,5894.94,2005-05-31,In Process,2,5,2005,Classic Cars,147,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,10275,Recent,S1,13,13,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10108,33,100.0,6,5265.15,2003-03-03,Shipped,1,3,2003,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,10108,Early,S1,16,16,94015.73,26,54905.18631999999,0.09121179679999217,0.052875972332028814,Bronze
10122,42,100.0,10,7599.9,2003-05-08,Shipped,2,5,2003,Classic Cars,194,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Large,10122,Growth,S1,17,17,74936.14,25,44838.83786885246,1.0,0.0471408447640282,Bronze
10169,30,100.0,2,5019.9,2003-11-04,Shipped,4,11,2003,Classic Cars,194,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,10148,Scale,S1,13,13,153996.13,46,102946.13086080586,0.14445278660885533,0.09107194995497356,Bronze
10181,27,100.0,14,5411.07,2003-11-12,Shipped,4,11,2003,Classic Cars,194,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,10181,Scale,S1,17,17,111640.28,29,137201.01750841748,1.0,0.06343619416528738,Bronze
10191,21,100.0,3,3840.9,2003-11-20,Shipped,4,11,2003,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,10191,Scale,S1,9,9,100306.58,26,110276.8123493976,1.0,0.05642266341239877,Bronze
10203,20,100.0,8,3930.4,2003-12-02,Shipped,4,12,2003,Classic Cars,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,11,11,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10211,41,100.0,2,7498.9,2004-01-15,Shipped,1,1,2004,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Large,10211,Recent,S1,15,15,93170.66,27,75740.06881959911,1.0,0.054664607831659315,Bronze
10225,27,100.0,9,4517.91,2004-02-22,Shipped,1,2,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,10225,Recent,S1,14,14,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10238,28,100.0,3,5774.72,2004-04-09,Shipped,2,4,2004,Classic Cars,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,10105,Early,S1,8,8,145041.6,36,66591.42641509433,1.0,0.07610272679186011,Bronze
10253,24,100.0,13,3922.56,2004-06-01,Cancelled,2,6,2004,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,10253,Recent,S1,14,14,118008.27,29,78172.44745916517,1.0,0.06252151573536294,Bronze
10266,44,100.0,14,9160.36,2004-07-06,Shipped,3,7,2004,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,10176,Scale,S1,15,15,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10287,21,100.0,12,3432.24,2004-08-30,Shipped,3,8,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,10225,Recent,S1,17,17,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10300,33,100.0,5,5521.89,2003-10-04,Shipped,4,10,2003,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,10101,Early,S1,8,8,85171.59,22,46608.14145427286,1.0,0.04597909459062931,Bronze
10310,33,100.0,10,6934.62,2004-10-16,Shipped,4,10,2004,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,10191,Scale,S1,17,17,100306.58,26,110276.8123493976,1.0,0.05642266341239877,Bronze
10320,31,100.0,3,6876.11,2004-11-03,Shipped,4,11,2004,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,10112,Early,S1,5,5,75754.88,19,45552.76968698518,1.0,0.040398475567936076,Bronze
10341,45,79.65,2,3584.25,2004-11-24,Shipped,4,11,2004,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,10119,Growth,S1,10,10,149798.63,40,72804.92669773634,1.0,0.08202203553143256,Bronze
10363,33,85.39,3,2817.87,2005-01-06,Shipped,1,1,2005,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,10141,Growth,S1,15,15,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10375,45,76.0,7,3420.0,2005-02-03,Shipped,1,2,2005,Classic Cars,194,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,10275,Recent,S1,15,15,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10389,26,99.04,4,2575.04,2005-03-03,Shipped,1,3,2005,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,10167,Scale,S1,8,8,134259.33,38,98402.92259036144,1.0,0.0773008431710182,Bronze
10419,12,100.0,13,1961.28,2005-05-17,Shipped,2,5,2005,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,10119,Growth,S1,14,14,149798.63,40,72804.92669773634,1.0,0.08202203553143256,Bronze
10105,41,100.0,15,8690.36,2003-02-11,Shipped,1,2,2003,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,10105,Early,S1,15,15,145041.6,36,66591.42641509433,1.0,0.07610272679186011,Bronze
10117,33,100.0,9,6034.38,2003-04-16,Shipped,2,4,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,10117,Growth,S1,12,12,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10153,20,100.0,11,4904.0,2003-09-28,Shipped,3,9,2003,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10165,44,100.0,3,8594.52,2003-10-22,Shipped,4,10,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Large,10117,Growth,S1,18,18,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10176,33,100.0,2,7474.5,2003-11-06,Shipped,4,11,2003,Classic Cars,207,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,10176,Scale,S1,10,10,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10208,46,100.0,13,8602.92,2004-01-02,Shipped,1,1,2004,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large,10194,Scale,S1,15,15,142874.25,41,526758.5984848485,1.0,0.09943267580879472,Bronze
10220,32,100.0,2,7181.44,2004-02-12,Shipped,1,2,2004,Classic Cars,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large,10220,Recent,S1,9,9,57756.43,16,96702.27958715596,1.0,0.03498010163810477,Bronze
10231,42,100.0,2,8378.58,2004-03-19,Shipped,1,3,2004,Classic Cars,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Large,10177,Scale,S1,2,2,49642.05,13,135219.0167910448,1.0,0.031234068851378527,Bronze
10247,44,100.0,2,10606.2,2004-05-05,Shipped,2,5,2004,Classic Cars,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Large,10141,Growth,S1,6,6,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10293,46,100.0,8,8411.56,2004-09-09,Shipped,3,9,2004,Classic Cars,207,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large,10280,Recent,S1,9,9,94117.26,26,1431366.6624999999,1.0,0.10678083828361203,Bronze
10306,31,100.0,13,6570.76,2004-10-14,Shipped,4,10,2004,Classic Cars,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,10110,Early,S1,17,17,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10314,38,100.0,5,7975.44,2004-10-22,Shipped,4,10,2004,Classic Cars,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Large,10161,Scale,S1,15,15,100595.55,27,98702.62298387097,1.0,0.05719123450775858,Bronze
10325,42,64.0,8,2688.0,2004-11-05,Shipped,4,11,2004,Classic Cars,207,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,10103,Early,S1,9,9,116599.19,32,65778.52295208655,1.0,0.06520234066938801,Bronze
10336,33,57.22,10,1888.26,2004-11-20,Shipped,4,11,2004,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,10114,Growth,S1,12,12,97203.68,23,59132.23866666666,1.0,0.0502654264226107,Bronze
10348,48,52.36,8,2513.28,2004-11-01,Shipped,4,11,2004,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,10126,Growth,S1,8,8,120615.28,32,84016.36870229007,1.0,0.0667967122594898,Bronze
10359,42,100.0,8,4764.48,2004-12-15,Shipped,4,12,2004,Classic Cars,207,S12_1108,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,10121,Growth,S1,8,8,135042.94,41,71024.02463976944,1.0,0.07987576822974221,Bronze
10395,33,69.12,1,2280.96,2005-03-17,Shipped,1,3,2005,Classic Cars,207,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,10134,Growth,S1,4,4,78570.34,20,45811.77971246006,1.0,0.042184142256092155,Bronze
10103,27,100.0,8,3394.98,2003-01-29,Shipped,1,1,2003,Trucks and Buses,136,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,10103,Early,S1,16,16,116599.19,32,65778.52295208655,1.0,0.06520234066938801,Bronze
10126,21,100.0,8,2439.57,2003-05-28,Shipped,2,5,2003,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,10126,Growth,S1,17,17,120615.28,32,84016.36870229007,1.0,0.0667967122594898,Bronze
10150,30,100.0,5,4100.1,2003-09-19,Shipped,3,9,2003,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,10117,Growth,S1,11,11,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10164,49,100.0,6,6563.06,2003-10-21,Resolved,4,10,2003,Trucks and Buses,136,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,10164,Scale,S1,8,8,52263.9,15,37625.88461538462,1.0,0.030305097200400477,Bronze
10174,43,100.0,1,6817.22,2003-11-06,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,10152,Scale,S1,5,5,59469.12,15,43674.504627766604,0.14445278660885533,0.032121457634630854,Bronze
10194,38,100.0,8,4933.92,2003-11-25,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,10194,Scale,S1,11,11,142874.25,41,526758.5984848485,1.0,0.09943267580879472,Bronze
10216,43,100.0,1,5759.42,2004-02-02,Shipped,1,2,2004,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,10216,Recent,S1,1,1,64834.32,18,93535.67905138338,1.0,0.03872441348619289,Bronze
10258,41,100.0,3,6668.24,2004-06-15,Shipped,2,6,2004,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,10258,Recent,S1,6,6,120562.74,32,141042.94903846155,0.09121179679999217,0.06901754192631648,Bronze
10270,28,100.0,6,4094.72,2004-07-19,Shipped,3,7,2004,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,10139,Growth,S1,11,11,151570.98,46,80882.175,0.14445278660885533,0.08967658031400969,Bronze
10291,41,100.0,8,6387.8,2004-09-08,Shipped,3,9,2004,Trucks and Buses,136,S12_1666,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,10167,Scale,S1,14,14,134259.33,38,98402.92259036144,1.0,0.0773008431710182,Bronze
10304,39,100.0,3,6396.0,2004-10-11,Shipped,4,10,2004,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,10216,Recent,S1,17,17,64834.32,18,93535.67905138338,1.0,0.03872441348619289,Bronze
10347,29,100.0,3,3586.43,2004-11-29,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,10120,Growth,S1,12,12,200995.41,55,126270.78253012049,0.14445278660885533,0.11271325808083006,Bronze
10370,49,100.0,8,8470.14,2005-01-20,Shipped,1,1,2005,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Large,10148,Scale,S1,9,9,153996.13,46,102946.13086080586,0.14445278660885533,0.09107194995497356,Bronze
10391,39,63.2,9,2464.8,2005-03-09,Shipped,1,3,2005,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,10148,Scale,S1,10,10,153996.13,46,102946.13086080586,0.14445278660885533,0.09107194995497356,Bronze
10424,49,100.0,3,7969.36,2005-05-31,In Process,2,5,2005,Trucks and Buses,136,S12_1666,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,10104,Early,S1,6,6,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10121,50,100.0,4,8284.0,2003-05-07,Shipped,2,5,2003,Motorcycles,150,S12_2823,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Large,10121,Growth,S1,5,5,135042.94,41,71024.02463976944,1.0,0.07987576822974221,Bronze
10134,20,100.0,1,2711.2,2003-07-01,Shipped,3,7,2003,Motorcycles,150,S12_2823,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,10134,Growth,S1,7,7,78570.34,20,45811.77971246006,1.0,0.042184142256092155,Bronze
10169,35,100.0,13,4639.25,2003-11-04,Shipped,4,11,2003,Motorcycles,150,S12_2823,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,10148,Scale,S1,13,13,153996.13,46,102946.13086080586,0.14445278660885533,0.09107194995497356,Bronze
10180,40,100.0,8,6747.6,2003-11-11,Shipped,4,11,2003,Motorcycles,150,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Medium,10180,Scale,S1,14,14,69052.41,20,244700.2878640777,1.0,0.047883188318364044,Bronze
10211,36,100.0,13,4771.8,2004-01-15,Shipped,1,1,2004,Motorcycles,150,S12_2823,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,10211,Recent,S1,15,15,93170.66,27,75740.06881959911,1.0,0.054664607831659315,Bronze
10224,43,100.0,6,6087.94,2004-02-21,Shipped,1,2,2004,Motorcycles,150,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Medium,10180,Scale,S1,6,6,69052.41,20,244700.2878640777,1.0,0.047883188318364044,Bronze
10299,24,100.0,8,4157.04,2004-09-30,Shipped,3,9,2004,Motorcycles,150,S12_2823,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,10155,Scale,S1,11,11,111250.38,30,82365.9,1.0,0.06236245706238509,Bronze
10309,26,100.0,4,4660.24,2004-10-15,Shipped,4,10,2004,Motorcycles,150,S12_2823,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,10103,Early,S1,6,6,116599.19,32,65778.52295208655,1.0,0.06520234066938801,Bronze
10341,55,100.0,8,8118.55,2004-11-24,Shipped,4,11,2004,Motorcycles,150,S12_2823,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Large,10119,Growth,S1,10,10,149798.63,40,72804.92669773634,1.0,0.08202203553143256,Bronze
10375,49,78.92,13,3867.08,2005-02-03,Shipped,1,2,2005,Motorcycles,150,S12_2823,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,10275,Recent,S1,15,15,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10403,66,100.0,6,8648.64,2005-04-08,Shipped,2,4,2005,Motorcycles,150,S12_2823,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large,10253,Recent,S1,9,9,118008.27,29,78172.44745916517,1.0,0.06252151573536294,Bronze
10417,21,100.0,1,3447.78,2005-05-13,Disputed,2,5,2005,Motorcycles,150,S12_2823,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,6,6,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10104,34,100.0,1,5958.5,2003-01-31,Shipped,1,1,2003,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10117,43,100.0,10,5911.64,2003-04-16,Shipped,2,4,2003,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,10117,Growth,S1,12,12,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10153,42,100.0,12,5393.64,2003-09-28,Shipped,3,9,2003,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S1,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10165,34,100.0,4,4880.02,2003-10-22,Shipped,4,10,2003,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,10117,Growth,S1,18,18,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10176,47,100.0,3,8378.69,2003-11-06,Shipped,4,11,2003,Classic Cars,151,S12_3148,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,10176,Scale,S1,10,10,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10208,26,100.0,14,3142.36,2004-01-02,Shipped,1,1,2004,Classic Cars,151,S12_3148,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,10194,Scale,S1,15,15,142874.25,41,526758.5984848485,1.0,0.09943267580879472,Bronze
10220,30,100.0,3,4713.6,2004-02-12,Shipped,1,2,2004,Classic Cars,151,S12_3148,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,10220,Recent,S1,9,9,57756.43,16,96702.27958715596,1.0,0.03498010163810477,Bronze
10230,43,100.0,1,7016.31,2004-03-15,Shipped,1,3,2004,Classic Cars,151,S12_3148,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large,10101,Early,S1,8,8,85171.59,22,46608.14145427286,1.0,0.04597909459062931,Bronze
10247,25,100.0,3,4381.25,2004-05-05,Shipped,2,5,2004,Classic Cars,151,S12_3148,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,10141,Growth,S1,6,6,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10293,24,100.0,9,4242.24,2004-09-09,Shipped,3,9,2004,Classic Cars,151,S12_3148,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,10280,Recent,S1,9,9,94117.26,26,1431366.6624999999,1.0,0.10678083828361203,Bronze
10306,34,100.0,14,4982.7,2004-10-14,Shipped,4,10,2004,Classic Cars,151,S12_3148,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,10110,Early,S1,17,17,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10314,46,100.0,6,6393.54,2004-10-22,Shipped,4,10,2004,Classic Cars,151,S12_3148,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,10161,Scale,S1,15,15,100595.55,27,98702.62298387097,1.0,0.05719123450775858,Bronze
10336,33,100.0,11,4059.33,2004-11-20,Shipped,4,11,2004,Classic Cars,151,S12_3148,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,10114,Growth,S1,12,12,97203.68,23,59132.23866666666,1.0,0.0502654264226107,Bronze
